ID,Timestamp,Action,Posture Status,Back Angle,Water Intake,Break Taken,Activity,Forward Lean,Shoulder Alignment,Session Status,Game
44,2025-01-23 13:22:00,Aggregated Posture: Slouching,Slouching,174.16,1,1,,0.12,0.01,Running,LeagueClient.exe
45,2025-01-23 13:22:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,167.68,1,0,,0.12,0.02,Running,CSGO.exe
46,2025-01-23 13:23:00,Aggregated Posture: Slouching,Slouching,165.52,0,1,,0.1,0.01,Running,WhatsApp.exe
47,2025-01-23 13:23:30,Aggregated Posture: Good Posture,Good Posture,178.81,1,1,,0.06,0.02,Running,Valorant.exe
48,2025-01-23 13:24:00,Aggregated Posture: Slouching,Slouching,170.89,0,1,,0.06,0.01,Running,WhatsApp.exe
49,2025-01-23 13:24:30,Aggregated Posture: Slouching,Slouching,169.75,1,0,,0.06,0.0,Running,WhatsApp.exe
50,2025-01-23 13:25:00,Aggregated Posture: Good Posture,Good Posture,166.16,1,1,,0.09,0.0,Running,CSGO.exe
51,2025-01-23 13:25:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,160.1,0,0,,0.11,0.02,Running,Valorant.exe
52,2025-01-23 13:26:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,168.81,0,0,,0.06,0.0,Running,CSGO.exe
53,2025-01-23 13:26:30,Aggregated Posture: Slouching,Slouching,160.93,0,0,,0.06,0.01,Running,Solitaire.exe
54,2025-01-23 13:27:00,Aggregated Posture: Slouching,Slouching,160.51,1,1,,0.12,0.02,Running,Valorant.exe
55,2025-01-23 13:27:30,Aggregated Posture: Slouching,Slouching,161.16,1,1,,0.08,0.02,Running,LeagueClient.exe
56,2025-01-23 13:28:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,170.75,1,1,,0.13,0.02,Running,WhatsApp.exe
57,2025-01-23 13:28:30,Aggregated Posture: Good Posture,Good Posture,168.35,0,0,,0.05,0.02,Running,Solitaire.exe
58,2025-01-23 13:29:00,Aggregated Posture: Good Posture,Good Posture,172.59,1,1,,0.1,0.03,Running,WhatsApp.exe
59,2025-01-23 13:29:30,Aggregated Posture: Slouching,Slouching,163.83,0,0,,0.08,0.03,Running,WhatsApp.exe
60,2025-01-23 13:30:00,Aggregated Posture: Good Posture,Good Posture,176.37,0,0,,0.15,0.02,Running,Valorant.exe
61,2025-01-23 13:30:30,Aggregated Posture: Good Posture,Good Posture,167.69,1,1,,0.07,0.03,Running,LeagueClient.exe
62,2025-01-23 13:31:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,173.55,1,1,,0.1,0.03,Running,LeagueClient.exe
63,2025-01-23 13:31:30,Aggregated Posture: Slouching,Slouching,178.61,0,1,,0.09,0.03,Running,CSGO.exe
64,2025-01-23 13:32:00,Aggregated Posture: Slouching,Slouching,166.97,1,0,,0.06,0.0,Running,LeagueClient.exe
65,2025-01-23 13:32:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,176.16,1,1,,0.15,0.03,Running,LeagueClient.exe
66,2025-01-23 13:33:00,Aggregated Posture: Good Posture,Good Posture,173.83,1,0,,0.05,0.01,Running,WhatsApp.exe
67,2025-01-23 13:33:30,Aggregated Posture: Slouching,Slouching,165.53,1,0,,0.07,0.01,Running,CSGO.exe
68,2025-01-23 13:34:00,Aggregated Posture: Slouching,Slouching,176.47,1,0,,0.14,0.01,Running,CSGO.exe
69,2025-01-23 13:34:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,173.83,1,0,,0.06,0.02,Running,LeagueClient.exe
70,2025-01-23 13:35:00,Aggregated Posture: Slouching,Slouching,162.7,0,0,,0.09,0.03,Running,Valorant.exe
71,2025-01-23 13:35:30,Aggregated Posture: Slouching,Slouching,168.34,0,0,,0.09,0.02,Running,Valorant.exe
72,2025-01-23 13:36:00,Aggregated Posture: Slouching,Slouching,164.56,0,0,,0.06,0.03,Running,Solitaire.exe
73,2025-01-23 13:36:30,Aggregated Posture: Good Posture,Good Posture,164.31,0,0,,0.15,0.0,Running,CSGO.exe
74,2025-01-23 13:37:00,Aggregated Posture: Good Posture,Good Posture,160.83,1,0,,0.14,0.02,Running,LeagueClient.exe
75,2025-01-23 13:37:30,Aggregated Posture: Slouching,Slouching,176.72,1,0,,0.14,0.01,Running,Solitaire.exe
76,2025-01-23 13:38:00,Aggregated Posture: Slouching,Slouching,176.52,1,1,,0.12,0.02,Running,LeagueClient.exe
77,2025-01-23 13:38:30,Aggregated Posture: Slouching,Slouching,179.79,0,1,,0.13,0.02,Running,WhatsApp.exe
78,2025-01-23 13:39:00,Aggregated Posture: Slouching,Slouching,167.6,0,0,,0.11,0.02,Running,LeagueClient.exe
79,2025-01-23 13:39:30,Aggregated Posture: Slouching,Slouching,161.47,1,1,,0.06,0.0,Running,LeagueClient.exe
80,2025-01-23 13:40:00,Aggregated Posture: Good Posture,Good Posture,173.75,0,0,,0.11,0.01,Running,Valorant.exe
81,2025-01-23 13:40:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.03,0,0,,0.13,0.01,Running,Solitaire.exe
82,2025-01-23 13:41:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,176.22,0,1,,0.1,0.01,Running,Solitaire.exe
83,2025-01-23 13:41:30,Aggregated Posture: Slouching,Slouching,162.99,0,1,,0.1,0.02,Running,Solitaire.exe
84,2025-01-23 13:42:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,163.34,1,1,,0.09,0.01,Running,CSGO.exe
85,2025-01-23 13:42:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,170.52,1,0,,0.09,0.01,Running,WhatsApp.exe
86,2025-01-23 13:43:00,Aggregated Posture: Slouching,Slouching,175.55,1,1,,0.13,0.02,Running,LeagueClient.exe
87,2025-01-23 13:43:30,Aggregated Posture: Good Posture,Good Posture,164.59,0,0,,0.12,0.01,Running,WhatsApp.exe
88,2025-01-23 13:44:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,164.73,0,0,,0.06,0.02,Running,LeagueClient.exe
89,2025-01-23 13:44:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,169.54,0,0,,0.12,0.01,Running,Valorant.exe
90,2025-01-23 13:45:00,Aggregated Posture: Slouching,Slouching,170.0,0,1,,0.09,0.02,Running,LeagueClient.exe
91,2025-01-23 13:45:30,Aggregated Posture: Good Posture,Good Posture,172.19,0,1,,0.13,0.01,Running,CSGO.exe
92,2025-01-23 13:46:00,Aggregated Posture: Slouching,Slouching,176.23,1,0,,0.11,0.01,Running,Solitaire.exe
93,2025-01-23 13:46:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,177.12,0,1,,0.08,0.02,Running,Valorant.exe
94,2025-01-23 13:47:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,168.42,1,1,,0.06,0.01,Running,CSGO.exe
95,2025-01-23 13:47:30,Aggregated Posture: Slouching,Slouching,171.62,0,1,,0.08,0.02,Running,Valorant.exe
96,2025-01-23 13:48:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,160.97,1,1,,0.06,0.03,Running,LeagueClient.exe
97,2025-01-23 13:48:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,164.31,1,0,,0.08,0.02,Running,LeagueClient.exe
98,2025-01-23 13:49:00,Aggregated Posture: Slouching,Slouching,161.03,0,0,,0.13,0.02,Running,Solitaire.exe
99,2025-01-23 13:49:30,Aggregated Posture: Good Posture,Good Posture,161.13,0,1,,0.08,0.0,Running,Solitaire.exe
100,2025-01-23 13:50:00,Aggregated Posture: Slouching,Slouching,161.61,1,0,,0.1,0.0,Running,Valorant.exe
101,2025-01-23 13:50:30,Aggregated Posture: Slouching,Slouching,178.77,0,1,,0.07,0.0,Running,CSGO.exe
102,2025-01-23 13:51:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.52,1,0,,0.09,0.03,Running,CSGO.exe
103,2025-01-23 13:51:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,164.18,1,1,,0.09,0.03,Running,Solitaire.exe
104,2025-01-23 13:52:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,170.18,1,0,,0.05,0.01,Running,Valorant.exe
105,2025-01-23 13:52:30,Aggregated Posture: Good Posture,Good Posture,170.54,1,1,,0.05,0.02,Running,Solitaire.exe
106,2025-01-23 13:53:00,Aggregated Posture: Good Posture,Good Posture,173.04,1,1,,0.07,0.02,Running,Solitaire.exe
107,2025-01-23 13:53:30,Aggregated Posture: Good Posture,Good Posture,167.31,1,0,,0.1,0.0,Running,Solitaire.exe
108,2025-01-23 13:54:00,Aggregated Posture: Slouching,Slouching,171.76,1,1,,0.09,0.03,Running,Solitaire.exe
109,2025-01-23 13:54:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,177.6,0,0,,0.13,0.02,Running,Valorant.exe
110,2025-01-23 13:55:00,Aggregated Posture: Good Posture,Good Posture,175.49,0,0,,0.08,0.03,Running,CSGO.exe
111,2025-01-23 13:55:30,Aggregated Posture: Slouching,Slouching,174.73,1,1,,0.1,0.01,Running,LeagueClient.exe
112,2025-01-23 13:56:00,Aggregated Posture: Good Posture,Good Posture,165.48,1,0,,0.12,0.0,Running,LeagueClient.exe
113,2025-01-23 13:56:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,171.01,1,0,,0.07,0.0,Running,Solitaire.exe
114,2025-01-23 13:57:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.6,0,1,,0.07,0.02,Running,CSGO.exe
115,2025-01-23 13:57:30,Aggregated Posture: Slouching,Slouching,163.77,1,0,,0.1,0.02,Running,LeagueClient.exe
116,2025-01-23 13:58:00,Aggregated Posture: Slouching,Slouching,172.68,1,0,,0.08,0.02,Running,Solitaire.exe
117,2025-01-23 13:58:30,Aggregated Posture: Slouching,Slouching,167.33,0,1,,0.05,0.02,Running,LeagueClient.exe
118,2025-01-23 13:59:00,Aggregated Posture: Slouching,Slouching,166.81,1,1,,0.09,0.0,Running,WhatsApp.exe
119,2025-01-23 13:59:30,Aggregated Posture: Good Posture,Good Posture,170.63,0,1,,0.13,0.02,Running,Solitaire.exe
120,2025-01-23 14:00:00,Aggregated Posture: Slouching,Slouching,169.74,0,1,,0.14,0.03,Running,CSGO.exe
121,2025-01-23 14:00:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,177.04,0,1,,0.14,0.0,Running,LeagueClient.exe
122,2025-01-23 14:01:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,175.14,0,1,,0.07,0.01,Running,CSGO.exe
123,2025-01-23 14:01:30,Aggregated Posture: Good Posture,Good Posture,160.81,1,0,,0.12,0.01,Running,LeagueClient.exe
124,2025-01-23 14:02:00,Aggregated Posture: Good Posture,Good Posture,174.78,1,0,,0.12,0.01,Running,WhatsApp.exe
125,2025-01-23 14:02:30,Aggregated Posture: Slouching,Slouching,165.47,1,0,,0.12,0.01,Running,Valorant.exe
126,2025-01-23 14:03:00,Aggregated Posture: Good Posture,Good Posture,170.86,1,1,,0.11,0.02,Running,WhatsApp.exe
127,2025-01-23 14:03:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.76,1,1,,0.13,0.02,Running,LeagueClient.exe
128,2025-01-23 14:04:00,Aggregated Posture: Slouching,Slouching,164.93,0,1,,0.05,0.02,Running,Solitaire.exe
129,2025-01-23 14:04:30,Aggregated Posture: Good Posture,Good Posture,165.43,1,0,,0.1,0.0,Running,WhatsApp.exe
130,2025-01-23 14:05:00,Aggregated Posture: Slouching,Slouching,178.92,1,1,,0.12,0.02,Running,Valorant.exe
131,2025-01-23 14:05:30,Aggregated Posture: Good Posture,Good Posture,162.28,1,0,,0.14,0.0,Running,Valorant.exe
132,2025-01-23 14:06:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,162.07,0,1,,0.07,0.03,Running,WhatsApp.exe
133,2025-01-23 14:06:30,Aggregated Posture: Slouching,Slouching,172.76,1,0,,0.1,0.03,Running,Valorant.exe
134,2025-01-23 14:07:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.87,1,1,,0.1,0.03,Running,CSGO.exe
135,2025-01-23 14:07:30,Aggregated Posture: Good Posture,Good Posture,160.31,1,1,,0.07,0.02,Running,WhatsApp.exe
136,2025-01-23 14:08:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,179.06,1,1,,0.08,0.02,Running,Solitaire.exe
137,2025-01-23 14:08:30,Aggregated Posture: Slouching,Slouching,169.79,1,0,,0.12,0.0,Running,Valorant.exe
138,2025-01-23 14:09:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,161.1,1,0,,0.12,0.03,Running,Solitaire.exe
139,2025-01-23 14:09:30,Aggregated Posture: Slouching,Slouching,169.18,0,0,,0.13,0.01,Running,Valorant.exe
140,2025-01-23 14:10:00,Aggregated Posture: Slouching,Slouching,166.22,1,0,,0.14,0.02,Running,Valorant.exe
141,2025-01-23 14:10:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,174.37,1,0,,0.06,0.01,Running,Solitaire.exe
142,2025-01-23 14:11:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,178.8,0,1,,0.09,0.02,Running,Solitaire.exe
143,2025-01-23 14:11:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,162.53,1,0,,0.15,0.02,Running,LeagueClient.exe
144,2025-01-23 14:12:00,Aggregated Posture: Good Posture,Good Posture,170.11,0,1,,0.13,0.01,Running,Valorant.exe
145,2025-01-23 14:12:30,Aggregated Posture: Good Posture,Good Posture,169.76,0,1,,0.12,0.01,Running,CSGO.exe
146,2025-01-23 14:13:00,Aggregated Posture: Slouching,Slouching,173.0,1,0,,0.12,0.03,Running,CSGO.exe
147,2025-01-23 14:13:30,Aggregated Posture: Good Posture,Good Posture,173.45,1,0,,0.13,0.03,Running,WhatsApp.exe
148,2025-01-23 14:14:00,Aggregated Posture: Good Posture,Good Posture,164.5,1,1,,0.1,0.0,Running,Solitaire.exe
149,2025-01-23 14:14:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,164.24,0,0,,0.13,0.02,Running,WhatsApp.exe
150,2025-01-23 14:15:00,Aggregated Posture: Good Posture,Good Posture,175.31,1,1,,0.06,0.02,Running,LeagueClient.exe
151,2025-01-23 14:15:30,Aggregated Posture: Slouching,Slouching,177.84,1,1,,0.06,0.02,Running,LeagueClient.exe
152,2025-01-23 14:16:00,Aggregated Posture: Good Posture,Good Posture,176.03,0,0,,0.11,0.0,Running,Solitaire.exe
153,2025-01-23 14:16:30,Aggregated Posture: Good Posture,Good Posture,166.81,1,1,,0.08,0.01,Running,Solitaire.exe
154,2025-01-23 14:17:00,Aggregated Posture: Slouching,Slouching,167.7,0,0,,0.05,0.02,Running,CSGO.exe
155,2025-01-23 14:17:30,Aggregated Posture: Slouching,Slouching,171.45,1,0,,0.08,0.03,Running,Solitaire.exe
156,2025-01-23 14:18:00,Aggregated Posture: Slouching,Slouching,173.51,1,1,,0.14,0.01,Running,Valorant.exe
157,2025-01-23 14:18:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,168.85,1,1,,0.14,0.03,Running,CSGO.exe
158,2025-01-23 14:19:00,Aggregated Posture: Slouching,Slouching,163.52,1,1,,0.06,0.0,Running,CSGO.exe
159,2025-01-23 14:19:30,Aggregated Posture: Slouching,Slouching,176.4,0,1,,0.07,0.02,Running,Solitaire.exe
160,2025-01-23 14:20:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,173.0,0,1,,0.14,0.01,Running,Valorant.exe
161,2025-01-23 14:20:30,Aggregated Posture: Good Posture,Good Posture,179.2,0,0,,0.1,0.01,Running,Valorant.exe
162,2025-01-23 14:21:00,Aggregated Posture: Slouching,Slouching,171.1,1,1,,0.11,0.02,Running,Valorant.exe
163,2025-01-23 14:21:30,Aggregated Posture: Good Posture,Good Posture,169.79,0,1,,0.1,0.02,Running,Valorant.exe
164,2025-01-23 14:22:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,170.52,1,0,,0.11,0.01,Running,WhatsApp.exe
165,2025-01-23 14:22:30,Aggregated Posture: Good Posture,Good Posture,177.55,1,1,,0.14,0.02,Running,Solitaire.exe
166,2025-01-23 14:23:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.39,0,1,,0.07,0.0,Running,Solitaire.exe
167,2025-01-23 14:23:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,170.08,0,0,,0.08,0.0,Running,CSGO.exe
168,2025-01-23 14:24:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,163.74,1,1,,0.13,0.0,Running,CSGO.exe
169,2025-01-23 14:24:30,Aggregated Posture: Slouching,Slouching,176.04,0,0,,0.07,0.0,Running,WhatsApp.exe
170,2025-01-23 14:25:00,Aggregated Posture: Slouching,Slouching,169.25,0,0,,0.15,0.0,Running,LeagueClient.exe
171,2025-01-23 14:25:30,Aggregated Posture: Good Posture,Good Posture,177.59,0,0,,0.14,0.01,Running,Solitaire.exe
172,2025-01-23 14:26:00,Aggregated Posture: Good Posture,Good Posture,164.7,0,0,,0.11,0.03,Running,LeagueClient.exe
173,2025-01-23 14:26:30,Aggregated Posture: Slouching,Slouching,167.78,0,0,,0.12,0.01,Running,CSGO.exe
174,2025-01-23 14:27:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.91,1,1,,0.11,0.02,Running,Solitaire.exe
175,2025-01-23 14:27:30,Aggregated Posture: Slouching,Slouching,171.49,0,1,,0.11,0.03,Running,Valorant.exe
176,2025-01-23 14:28:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,177.73,1,0,,0.06,0.0,Running,Solitaire.exe
177,2025-01-23 14:28:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,161.26,1,1,,0.12,0.02,Running,Solitaire.exe
178,2025-01-23 14:29:00,Aggregated Posture: Good Posture,Good Posture,174.07,0,0,,0.14,0.01,Running,Valorant.exe
179,2025-01-23 14:29:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,176.42,0,1,,0.12,0.03,Running,Solitaire.exe
180,2025-01-23 14:30:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,166.95,0,1,,0.1,0.01,Running,LeagueClient.exe
181,2025-01-23 14:30:30,Aggregated Posture: Good Posture,Good Posture,175.67,1,1,,0.13,0.02,Running,LeagueClient.exe
182,2025-01-23 14:31:00,Aggregated Posture: Slouching,Slouching,177.66,0,0,,0.11,0.01,Running,Valorant.exe
183,2025-01-23 14:31:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.09,0,0,,0.06,0.01,Running,Solitaire.exe
184,2025-01-23 14:32:00,Aggregated Posture: Slouching,Slouching,166.05,0,0,,0.1,0.02,Running,Valorant.exe
185,2025-01-23 14:32:30,Aggregated Posture: Slouching,Slouching,161.38,0,1,,0.1,0.01,Running,Valorant.exe
186,2025-01-23 14:33:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.76,0,0,,0.1,0.0,Running,WhatsApp.exe
187,2025-01-23 14:33:30,Aggregated Posture: Forward Head Posture,Forward Head Posture,163.54,0,0,,0.07,0.02,Running,CSGO.exe
188,2025-01-23 14:34:00,Aggregated Posture: Good Posture,Good Posture,173.24,1,0,,0.14,0.01,Running,Valorant.exe
189,2025-01-23 14:34:30,Aggregated Posture: Good Posture,Good Posture,163.09,1,1,,0.08,0.01,Running,Solitaire.exe
190,2025-01-23 14:35:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,172.77,1,1,,0.07,0.0,Running,LeagueClient.exe
191,2025-01-23 14:35:30,Aggregated Posture: Good Posture,Good Posture,170.44,0,0,,0.05,0.0,Running,Valorant.exe
192,2025-01-23 14:36:00,Aggregated Posture: Good Posture,Good Posture,167.3,1,0,,0.12,0.01,Running,Valorant.exe
193,2025-01-23 14:36:30,Aggregated Posture: Slouching,Slouching,179.61,1,0,,0.07,0.01,Running,LeagueClient.exe
194,2025-01-23 14:37:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,166.04,0,0,,0.07,0.0,Running,Solitaire.exe
195,2025-01-23 14:37:30,Aggregated Posture: Slouching,Slouching,177.99,0,1,,0.07,0.03,Running,WhatsApp.exe
196,2025-01-23 14:38:00,Aggregated Posture: Good Posture,Good Posture,165.83,0,0,,0.12,0.03,Running,LeagueClient.exe
197,2025-01-23 14:38:30,Aggregated Posture: Good Posture,Good Posture,160.03,1,0,,0.06,0.0,Running,Valorant.exe
198,2025-01-23 14:39:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,164.6,1,1,,0.09,0.01,Running,Valorant.exe
199,2025-01-23 14:39:30,Aggregated Posture: Good Posture,Good Posture,161.69,1,1,,0.09,0.03,Running,WhatsApp.exe
200,2025-01-23 14:40:00,Aggregated Posture: Good Posture,Good Posture,161.9,1,1,,0.11,0.0,Running,LeagueClient.exe
201,2025-01-23 14:40:30,Aggregated Posture: Slouching,Slouching,160.75,0,0,,0.1,0.0,Running,WhatsApp.exe
202,2025-01-23 14:41:00,Aggregated Posture: Good Posture,Good Posture,170.87,0,0,,0.11,0.02,Running,CSGO.exe
203,2025-01-23 14:41:30,Aggregated Posture: Good Posture,Good Posture,177.22,1,0,,0.07,0.02,Running,WhatsApp.exe
204,2025-01-23 14:42:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,177.69,0,1,,0.11,0.02,Running,Valorant.exe
205,2025-01-23 14:42:30,Aggregated Posture: Good Posture,Good Posture,164.68,1,1,,0.05,0.01,Running,WhatsApp.exe
206,2025-01-23 14:43:00,Aggregated Posture: Good Posture,Good Posture,179.33,0,0,,0.08,0.02,Running,Solitaire.exe
207,2025-01-23 14:43:30,Aggregated Posture: Slouching,Slouching,174.27,0,0,,0.13,0.0,Running,LeagueClient.exe
208,2025-01-23 14:44:00,Aggregated Posture: Slouching,Slouching,172.7,0,0,,0.08,0.02,Running,Valorant.exe
209,2025-01-23 14:44:30,Aggregated Posture: Good Posture,Good Posture,176.36,0,1,,0.12,0.03,Running,LeagueClient.exe
210,2025-01-23 14:45:00,Aggregated Posture: Forward Head Posture,Forward Head Posture,166.78,1,0,,0.11,0.01,Running,WhatsApp.exe
211,2025-01-23 14:45:30,Aggregated Posture: Slouching,Slouching,165.3,1,1,,0.12,0.03,Running,Solitaire.exe
